id,name,spirit_category,primary_spirit,method,glass,ice,garnish,flavor_profiles,vibes,difficulty,lore,pro_tip,is_classic,source,steps_json,ingredients_json,photo_url,photo_thumb,photo_source,photo_id,has_custom_photo,photo_credit,photo_credit_url
ll-00023,Sunlit Andean Mule,whiskey_bourbon,Bulleit Bourbon,shake,coupe,on the rocks,chili flakes on rim,"[""warming"", ""citrusy"", ""sweet"", ""herby""]","[""Healthy-ish"", ""Late Night""]",easy,,Chill your glass in the freezer for 10 minutes before serving. A cold glass keeps the drink cold longer without diluting it.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with chili flakes on rim.""]","[{""name"": ""Bulleit Bourbon"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""espresso"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1569529465841-dfecdab7503b?w=400&q=70&fit=crop&auto=format,unsplash,1569529465841-dfecdab7503b,False,Unsplash,https://unsplash.com/photos/1569529465841-dfecdab7503b
ll-00024,Bitter Bramble,gin,Monkey 47,stir,rocks,large cube,cinnamon stick,"[""earthy"", ""complex"", ""herby"", ""bitter"", ""boozy""]","[""Brunch"", ""Game Night"", ""Beach Day"", ""Late Night""]",hard,"This drink traces its origins to the Prohibition era, when bartenders had to mask the taste of low-quality bathtub gin with citrus and sweeteners.","When double-straining through a fine mesh, work quickly — the ice continues to dilute in the shaker.",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with cinnamon stick.""]","[{""name"": ""Monkey 47"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""Campari"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1560963805-6c64f2785b9c?w=400&q=70&fit=crop&auto=format,unsplash,1560963805-6c64f2785b9c,False,Unsplash,https://unsplash.com/photos/1560963805-6c64f2785b9c
ll-00025,Sweet Mexican Cooler,gin,Bombay Sapphire,shake,coupe,large cube,cocktail onion,"[""citrusy"", ""sweet"", ""floral""]","[""Summer Patio"", ""Holiday"", ""After Dinner"", ""Beach Day""]",hard,,Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cocktail onion.""]","[{""name"": ""Bombay Sapphire"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""St-Germain"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh orange juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1582106245687-91b5614c0b6b?w=400&q=70&fit=crop&auto=format,unsplash,1582106245687-91b5614c0b6b,False,Unsplash,https://unsplash.com/photos/1582106245687-91b5614c0b6b
ll-00026,Caribbean Buck,whiskey_bourbon,Maker's Mark,shake,coupe,none (served up),brandied cherry,"[""citrusy"", ""sweet"", ""fruity""]","[""Healthy-ish"", ""Party Starter"", ""Cozy Night In"", ""Summer Patio""]",hard,,"Build directly in the glass and add the carbonated ingredient last, giving only one gentle stir to preserve the bubbles.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with brandied cherry.""]","[{""name"": ""Maker's Mark"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""peach puree"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bc oz"", ""notes"": null}, {""name"": ""rose water"", ""amount"": ""2 dashes"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00027,The Violet Buck,whiskey_bourbon,Angel's Envy,shake,coupe,on the rocks,cardamom pod,"[""warming"", ""citrusy"", ""sweet""]","[""Late Night"", ""Summer Patio"", ""Healthy-ish""]",hard,,Stir with ice for at least 30 seconds — most home bartenders under-dilute their stirred drinks.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cardamom pod.""]","[{""name"": ""Angel's Envy"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orgeat syrup"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00028,Señor Drift,gin,Roku,shake,coupe,none (served up),expressed orange peel,"[""citrusy"", ""sweet"", ""floral""]","[""After Dinner"", ""Late Night"", ""Party Starter"", ""Cozy Night In""]",easy,,Salt on the rim should only cover half the rim — this gives the drinker the choice of sipping with or without.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with expressed orange peel.""]","[{""name"": ""Roku"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""St-Germain"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00029,The Professor's Stinger,vodka,Reyka,shake,hurricane,on the rocks,cinnamon stick,"[""tropical"", ""sweet"", ""creamy""]","[""Beach Day"", ""Cozy Night In""]",medium,,"Express the citrus peel by holding it skin-side-down over the glass, giving it a sharp bend to release the oils, then run it around the rim before dropping it in.",False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cinnamon stick.""]","[{""name"": ""Reyka"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""matcha syrup"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1609951651490-b1f34bb34b8b?w=400&q=70&fit=crop&auto=format,unsplash,1609951651490-b1f34bb34b8b,False,Unsplash,https://unsplash.com/photos/1609951651490-b1f34bb34b8b
ll-00030,Rosy Nordic Spark,amaro,Campari,build,highball,on the rocks,lemon twist,"[""citrusy"", ""bitter"", ""refreshing""]","[""Cozy Night In"", ""After Dinner"", ""Healthy-ish"", ""Party Starter""]",medium,The recipe was developed by a competition bartender seeking to highlight a single spirit's character while adding just enough complexity to reward attention.,Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with lemon twist.""]","[{""name"": ""Campari"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""tonic water"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lemon juice"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""sweet vermouth"", ""amount"": ""1 dash"", ""notes"": null}]",https://images.unsplash.com/photo-1575023782549-62ca0d244787?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1575023782549-62ca0d244787?w=400&q=70&fit=crop&auto=format,unsplash,1575023782549-62ca0d244787,False,Unsplash,https://unsplash.com/photos/1575023782549-62ca0d244787
ll-00031,Golden Drift,mezcal,Del Maguey,shake,coupe,none (served neat),basil leaf,"[""citrusy"", ""smoky"", ""floral""]","[""Game Night"", ""After Dinner"", ""Beach Day"", ""Party Starter""]",medium,"This drink traces its origins to the Prohibition era, when bartenders had to mask the taste of low-quality bathtub gin with citrus and sweeteners.",,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with basil leaf.""]","[{""name"": ""Del Maguey"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""fresh grapefruit juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""honey syrup"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1546171753-97d7676e4602?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1546171753-97d7676e4602?w=400&q=70&fit=crop&auto=format,unsplash,1546171753-97d7676e4602,False,Unsplash,https://unsplash.com/photos/1546171753-97d7676e4602
ll-00032,The Colonel's Shrub,gin,Hendrick's,stir,martini,on the rocks,toasted coconut flakes,"[""refreshing"", ""herby"", ""savory"", ""boozy"", ""fruity""]","[""After Dinner"", ""Brunch"", ""Date Night""]",medium,The drink was created as a vehicle for a newly imported spirit and remains the definitive way to experience that base.,"For a richer texture, substitute a small amount of the simple syrup with honey syrup (1:1 honey to warm water).",False,liquid_lore_original,"[""Combine all ingredients in a mixing glass."", ""Fill with large ice cubes and stir steadily for 30 seconds."", ""Strain into your chilled glass."", ""Garnish with toasted coconut flakes.""]","[{""name"": ""Hendrick's"", ""amount"": ""1\u00bd oz"", ""notes"": null}, {""name"": ""dry vermouth"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""orange bitters"", ""amount"": ""\u00bd oz"", ""notes"": null}, {""name"": ""muddled jalape\u00f1o"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1570196922220-8bca443c6b8b?w=400&q=70&fit=crop&auto=format,unsplash,1570196922220-8bca443c6b8b,False,Unsplash,https://unsplash.com/photos/1570196922220-8bca443c6b8b
ll-00033,Scarlet Flame,rum,Plantation,shake,hurricane,none (served up),cardamom pod,"[""creamy"", ""earthy"", ""tropical"", ""sweet"", ""spicy""]","[""Happy Hour"", ""Beach Day"", ""Game Night"", ""Date Night""]",hard,This cocktail's balance of bitter and sweet made it the darling of the early craft cocktail revival in the early 2000s.,Rinse the glass with absinthe or a peated Scotch before building the drink to add a subtle aromatic backdrop.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with cardamom pod.""]","[{""name"": ""Plantation"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""coconut cream"", ""amount"": ""\u00bd oz"", ""notes"": null}]",https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1598514982901-4f08e43cf5e8?w=400&q=70&fit=crop&auto=format,unsplash,1598514982901-4f08e43cf5e8,False,Unsplash,https://unsplash.com/photos/1598514982901-4f08e43cf5e8
ll-00034,Elena's Haze,rum,Bacardi White,build,highball,large cube,basil leaf,"[""refreshing"", ""sweet"", ""herby"", ""citrusy"", ""boozy""]","[""Happy Hour"", ""Cozy Night In""]",medium,"A classic of the 1970s disco scene, this cocktail rode the wave of the fruit liqueur craze that swept American bars.",Batch the base mix a day ahead and store in the fridge — the flavors meld and the drink becomes more cohesive.,False,liquid_lore_original,"[""Fill your glass with ice."", ""Add ingredients in order, finishing with any carbonated components."", ""Give a single gentle stir to incorporate."", ""Garnish with basil leaf.""]","[{""name"": ""Bacardi White"", ""amount"": ""2 oz"", ""notes"": null}, {""name"": ""cola"", ""amount"": ""\u00be oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00be oz"", ""notes"": null}]",https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=400&q=70&fit=crop&auto=format,unsplash,1563227812-0ea4c22e6cc8,False,Unsplash,https://unsplash.com/photos/1563227812-0ea4c22e6cc8
ll-00035,The Burnt Twilight,mezcal,Alipus,shake,coupe,crushed,orange twist,"[""tropical"", ""smoky"", ""citrusy""]","[""Late Night"", ""Date Night"", ""Brunch"", ""Game Night""]",easy,"Originally a digestif meant to be sipped slowly after a long Italian dinner, this formula was adapted for the American palate by shortening it and adding ice.",Add a few drops of saline solution (20:1 water to salt) to enhance perception of sweetness without making the drink saltier.,False,liquid_lore_original,"[""Combine all ingredients in a cocktail shaker."", ""Fill with ice and shake vigorously for 12\u201315 seconds until well-chilled."", ""Strain into your prepared glass."", ""Garnish with orange twist.""]","[{""name"": ""Alipus"", ""amount"": ""1\u00be oz"", ""notes"": null}, {""name"": ""pineapple juice"", ""amount"": ""1 oz"", ""notes"": null}, {""name"": ""fresh lime juice"", ""amount"": ""\u00bc oz"", ""notes"": null}]",https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=800&q=80&fit=crop&auto=format,https://images.unsplash.com/photo-1607622750671-6cd9a99eabd1?w=400&q=70&fit=crop&auto=format,unsplash,1607622750671-6cd9a99eabd1,False,Unsplash,https://unsplash.com/photos/1607622750671-6cd9a99eabd1
